Trajectories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TeXplorer:Arc1Left1,,,TeXplorer:Arc1Left2,,,TeXplorer:Arc1Left3,,,TeXplorer:Arc1Left4,,,TeXplorer:Arc1Right1,,,TeXplorer:Arc1Right2,,,TeXplorer:Arc1Right3,,,TeXplorer:Arc1Right4,,,TeXplorer:Arc2Left1,,,TeXplorer:Arc2Left2,,,TeXplorer:Arc2Left3,,,TeXplorer:Arc2Left4,,,TeXplorer:Arc2Right1,,,TeXplorer:Arc2Right2,,,TeXplorer:Arc2Right3,,,TeXplorer:Arc2Right4,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,-1475.359009,533.085754,462.704468,-1359.548462,356.432404,388.086273,-1519.427856,192.871506,137.739655,,,,-1419.90979,600.982361,386.229187,-1305.256592,412.526093,298.125793,-1457.335815,264.159546,65.360283,,,,-1339.461914,531.918762,94.199715,-1545.078613,633.948669,149.794327,-1714.006104,471.166779,372.517822,-1607.314941,274.934448,446.609558,,,,-1592.517212,571.761658,61.520111,-1762.453979,405.844238,286.317505,-1661.042969,215.82431,360.813538
2,0,-1475.373535,533.081482,462.702789,-1359.569092,356.363312,388.121216,-1519.444458,192.844894,137.802002,,,,-1419.969116,600.897888,386.16452,-1305.237793,412.481659,298.162567,-1457.333496,264.144226,65.306229,,,,-1339.459961,531.845947,94.218468,-1545.062256,633.917297,149.801346,-1714.013062,471.143402,372.555359,-1607.316162,274.923492,446.631134,,,,-1592.512207,571.75177,61.516907,-1762.518921,405.81134,286.408752,-1661.046875,215.806961,360.80191
3,0,-1475.379639,533.070923,462.727539,-1359.526245,356.402222,388.088074,-1519.427734,192.867294,137.784698,,,,-1421.246704,599.592957,385.131744,-1305.245483,412.501404,298.119446,-1457.3396,264.127228,65.302261,-1658.152344,357.467316,15.44595,-1339.498535,531.900391,94.155434,-1545.062988,633.964294,149.781998,-1714.01123,471.177185,372.525513,-1607.287842,274.953125,446.611847,,,,-1592.51062,571.759827,61.556419,-1762.433105,405.814209,286.349518,-1661.0448,215.797546,360.852539
4,0,-1475.369141,533.050903,462.720734,-1359.558472,356.355652,388.146912,-1519.412109,192.805984,137.820786,,,,-1421.260986,599.57666,385.116241,-1305.266846,412.484436,298.201996,-1457.337524,264.14093,65.346474,-1658.53186,358.438354,15.945032,-1339.453125,531.86499,94.268173,-1545.071533,633.917908,149.834412,-1714.018188,471.121674,372.565735,-1607.280029,274.917999,446.650604,,,,-1592.504761,571.736084,61.558491,-1762.531372,405.780762,286.438477,-1661.049683,215.762405,360.847137
5,0,-1475.378906,533.079895,462.707214,-1359.530884,356.460297,388.077881,-1519.436768,192.870148,137.760757,,,,-1421.27417,599.499939,385.044739,-1305.282715,412.489136,298.06839,-1457.358521,264.142761,65.292854,-1658.883667,359.530853,16.289543,-1339.490601,531.871399,94.179909,-1545.083374,633.989685,149.766434,-1714.008667,471.181366,372.500397,-1607.288452,274.970093,446.573761,,,,-1592.474243,571.763977,61.488548,-1762.469238,405.837372,286.359894,-1661.036987,215.790695,360.826691
6,0,-1475.397705,533.047668,462.694336,-1359.556152,356.398438,388.128326,-1519.438232,192.846664,137.798584,,,,-1420.020752,600.772034,386.142761,-1305.246826,412.47168,298.15741,-1457.365112,264.126465,65.29364,-1658.019165,357.456818,15.664317,-1339.429565,531.873352,94.29171,-1545.072754,633.910217,149.821075,-1713.966553,471.147705,372.539825,-1607.304932,274.91333,446.624237,,,,-1592.467285,571.756531,61.489555,-1762.512817,405.807404,286.413208,-1661.032227,215.792664,360.816925
7,0,-1475.409912,533.018738,462.702545,-1359.526611,356.422882,388.117035,-1519.435913,192.855606,137.783829,,,,-1420.146118,600.651978,386.013,-1305.293701,412.434509,298.087311,-1457.385986,264.12381,65.294273,-1658.786377,359.746643,16.751497,-1339.459839,531.914612,94.263924,-1545.061646,633.914307,149.787888,-1713.967285,471.160706,372.532379,-1607.334106,274.846466,446.666901,,,,-1592.481934,571.712036,61.563576,-1762.452637,405.806213,286.378326,-1661.018555,215.766708,360.855591
8,0,-1475.418091,533.006226,462.720795,-1359.554321,356.428589,388.108643,-1519.44458,192.880066,137.778717,,,,-1420.186646,600.625732,385.974518,-1305.31665,412.397675,298.076721,-1457.387939,264.131805,65.289444,-1658.779053,359.737427,16.748791,-1339.47876,531.873596,94.25399,-1545.051025,633.913147,149.809357,-1713.961792,471.167694,372.558624,-1607.319214,274.898834,446.612,,,,-1592.454834,571.753113,61.488468,-1762.474365,405.824799,286.377899,-1661.045776,215.766785,360.851898
